FrameID	ID	Label	x	y	z	w	h
44	1572	person	539	253	1	83	174	
44	1573	person	1.12528e+06	1.12528e+06	1	337	0	
45	1574	person	673	159	1	64	161	
45	1575	person	708	-3	1	40	67	
45	1576	person	673	159	1	64	161	
45	1577	person	708	-3	1	40	67	
45	1578	person	673	159	1	64	160	
45	1579	person	708	-3	1	40	67	
45	1580	person	671	160	1	67	159	
45	1581	person	706	-2	1	41	66	
45	1582	person	666	160	1	67	162	
45	1583	person	705	-2	1	43	67	
45	1584	person	659	161	1	72	171	
45	1585	person	703	-1	1	41	67	
45	1586	person	659	163	1	69	177	
45	1587	person	700	-1	1	44	69	
45	1588	person	656	166	1	72	174	
45	1589	person	701	-1	1	43	70	
45	1590	person	647	174	1	77	167	
45	1591	person	697	-1	1	44	73	
45	1592	person	643	180	1	78	162	
45	1593	person	697	0	1	44	74	
45	1594	person	643	180	1	75	167	
45	1595	person	696	0	1	45	74	
45	1596	person	639	182	1	77	168	
45	1597	person	636	184	1	77	165	
45	1598	person	634	185	1	75	167	
45	1599	person	632	184	1	75	168	
45	1600	person	629	187	1	74	166	
45	1601	person	629	189	1	72	165	
45	1602	person	626	193	1	72	173	
45	1603	person	621	195	1	72	172	
45	1604	person	620	196	1	69	174	
45	1605	person	618	198	1	67	178	
45	1606	person	614	205	1	68	181	
45	1607	person	611	207	1	70	174	
45	1608	person	608	209	1	72	174	
45	1609	person	608	210	1	71	171	
45	1610	person	599	220	1	73	154	
45	1611	person	597	221	1	73	155	
45	1612	person	596	218	1	71	162	
45	1613	person	594	217	1	69	168	
45	1614	person	640	1	1	71	96	
45	1615	person	590	209	1	73	196	
45	1616	person	639	0	1	71	100	
45	1617	person	586	213	1	75	192	
45	1618	person	584	216	1	76	188	
45	1619	person	642	0	1	64	102	
45	1620	person	581	221	1	76	185	
45	1621	person	576	228	1	74	187	
45	1622	person	573	230	1	75	190	
45	1623	person	569	235	1	77	184	
45	1624	person	569	238	1	76	180	
45	1625	person	653	-6	1	35	108	
45	1626	person	559	237	1	84	196	
45	1627	person	557	240	1	86	193	
45	1628	person	554	239	1	87	193	
45	1629	person	553	240	1	85	189	
45	1630	person	546	243	1	83	189	
45	1631	person	545	246	1	81	184	
45	1632	person	544	246	1	78	187	
45	1633	person	539	253	1	83	174	
45	1634	person	535	257	1	74	180	
45	1635	person	1.16813e+06	1.16813e+06	1	321	0	
46	1636	person	673	159	1	64	161	
46	1637	person	708	-3	1	40	67	
46	1638	person	673	159	1	64	161	
46	1639	person	708	-3	1	40	67	
46	1640	person	673	159	1	64	160	
46	1641	person	708	-3	1	40	67	
46	1642	person	671	160	1	67	159	
46	1643	person	706	-2	1	41	66	
46	1644	person	666	160	1	67	162	
46	1645	person	705	-2	1	43	67	
46	1646	person	659	161	1	72	171	
46	1647	person	703	-1	1	41	67	
46	1648	person	659	163	1	69	177	
46	1649	person	700	-1	1	44	69	
46	1650	person	656	166	1	72	174	
46	1651	person	701	-1	1	43	70	
46	1652	person	647	174	1	77	167	
46	1653	person	697	-1	1	44	73	
46	1654	person	643	180	1	78	162	
46	1655	person	697	0	1	44	74	
46	1656	person	643	180	1	75	167	
46	1657	person	696	0	1	45	74	
46	1658	person	639	182	1	77	168	
46	1659	person	636	184	1	77	165	
46	1660	person	634	185	1	75	167	
46	1661	person	632	184	1	75	168	
46	1662	person	629	187	1	74	166	
46	1663	person	629	189	1	72	165	
46	1664	person	626	193	1	72	173	
46	1665	person	621	195	1	72	172	
46	1666	person	620	196	1	69	174	
46	1667	person	618	198	1	67	178	
46	1668	person	614	205	1	68	181	
46	1669	person	611	207	1	70	174	
46	1670	person	608	209	1	72	174	
46	1671	person	608	210	1	71	171	
46	1672	person	599	220	1	73	154	
46	1673	person	597	221	1	73	155	
46	1674	person	596	218	1	71	162	
46	1675	person	594	217	1	69	168	
46	1676	person	640	1	1	71	96	
46	1677	person	590	209	1	73	196	
46	1678	person	639	0	1	71	100	
46	1679	person	586	213	1	75	192	
46	1680	person	584	216	1	76	188	
46	1681	person	642	0	1	64	102	
46	1682	person	581	221	1	76	185	
46	1683	person	576	228	1	74	187	
46	1684	person	573	230	1	75	190	
46	1685	person	569	235	1	77	184	
46	1686	person	569	238	1	76	180	
46	1687	person	653	-6	1	35	108	
46	1688	person	559	237	1	84	196	
46	1689	person	557	240	1	86	193	
46	1690	person	554	239	1	87	193	
46	1691	person	553	240	1	85	189	
46	1692	person	546	243	1	83	189	
46	1693	person	545	246	1	81	184	
46	1694	person	544	246	1	78	187	
46	1695	person	539	253	1	83	174	
46	1696	person	535	257	1	74	180	
46	1697	person	535	260	1	71	180	
46	1698	person	1.16834e+06	1.16854e+06	1	305	0	
47	1699	person	673	159	1	64	161	
47	1700	person	708	-3	1	40	67	
47	1701	person	673	159	1	64	161	
47	1702	person	708	-3	1	40	67	
47	1703	person	673	159	1	64	160	
47	1704	person	708	-3	1	40	67	
47	1705	person	671	160	1	67	159	
47	1706	person	706	-2	1	41	66	
47	1707	person	666	160	1	67	162	
47	1708	person	705	-2	1	43	67	
47	1709	person	659	161	1	72	171	
47	1710	person	703	-1	1	41	67	
47	1711	person	659	163	1	69	177	
47	1712	person	700	-1	1	44	69	
47	1713	person	656	166	1	72	174	
47	1714	person	701	-1	1	43	70	
47	1715	person	647	174	1	77	167	
47	1716	person	697	-1	1	44	73	
47	1717	person	643	180	1	78	162	
47	1718	person	697	0	1	44	74	
47	1719	person	643	180	1	75	167	
47	1720	person	696	0	1	45	74	
47	1721	person	639	182	1	77	168	
47	1722	person	636	184	1	77	165	
47	1723	person	634	185	1	75	167	
47	1724	person	632	184	1	75	168	
47	1725	person	629	187	1	74	166	
47	1726	person	629	189	1	72	165	
47	1727	person	626	193	1	72	173	
47	1728	person	621	195	1	72	172	
47	1729	person	620	196	1	69	174	
47	1730	person	618	198	1	67	178	
47	1731	person	614	205	1	68	181	
47	1732	person	611	207	1	70	174	
47	1733	person	608	209	1	72	174	
47	1734	person	608	210	1	71	171	
47	1735	person	599	220	1	73	154	
47	1736	person	597	221	1	73	155	
47	1737	person	596	218	1	71	162	
47	1738	person	594	217	1	69	168	
47	1739	person	640	1	1	71	96	
47	1740	person	590	209	1	73	196	
47	1741	person	639	0	1	71	100	
47	1742	person	586	213	1	75	192	
47	1743	person	584	216	1	76	188	
47	1744	person	642	0	1	64	102	
47	1745	person	581	221	1	76	185	
47	1746	person	576	228	1	74	187	
47	1747	person	573	230	1	75	190	
47	1748	person	569	235	1	77	184	
47	1749	person	569	238	1	76	180	
47	1750	person	653	-6	1	35	108	
47	1751	person	559	237	1	84	196	
47	1752	person	557	240	1	86	193	
47	1753	person	554	239	1	87	193	
47	1754	person	553	240	1	85	189	
47	1755	person	546	243	1	83	189	
47	1756	person	545	246	1	81	184	
47	1757	person	544	246	1	78	187	
47	1758	person	539	253	1	83	174	
47	1759	person	535	257	1	74	180	
47	1760	person	535	260	1	71	180	
47	1761	person	532	257	1	69	197	
47	1762	person	1.21139e+06	1.21139e+06	1	401	0	
48	1763	person	673	159	1	64	161	
48	1764	person	708	-3	1	40	67	
48	1765	person	673	159	1	64	161	
48	1766	person	708	-3	1	40	67	
48	1767	person	673	159	1	64	160	
48	1768	person	708	-3	1	40	67	
48	1769	person	671	160	1	67	159	
48	1770	person	706	-2	1	41	66	
48	1771	person	666	160	1	67	162	
48	1772	person	705	-2	1	43	67	
48	1773	person	659	161	1	72	171	
48	1774	person	703	-1	1	41	67	
48	1775	person	659	163	1	69	177	
48	1776	person	700	-1	1	44	69	
48	1777	person	656	166	1	72	174	
48	1778	person	701	-1	1	43	70	
48	1779	person	647	174	1	77	167	
48	1780	person	697	-1	1	44	73	
48	1781	person	643	180	1	78	162	
48	1782	person	697	0	1	44	74	
48	1783	person	643	180	1	75	167	
48	1784	person	696	0	1	45	74	
48	1785	person	639	182	1	77	168	
48	1786	person	636	184	1	77	165	
48	1787	person	634	185	1	75	167	
48	1788	person	632	184	1	75	168	
48	1789	person	629	187	1	74	166	
48	1790	person	629	189	1	72	165	
48	1791	person	626	193	1	72	173	
48	1792	person	621	195	1	72	172	
48	1793	person	620	196	1	69	174	
48	1794	person	618	198	1	67	178	
48	1795	person	614	205	1	68	181	
48	1796	person	611	207	1	70	174	
48	1797	person	608	209	1	72	174	
48	1798	person	608	210	1	71	171	
48	1799	person	599	220	1	73	154	
48	1800	person	597	221	1	73	155	
48	1801	person	596	218	1	71	162	
48	1802	person	594	217	1	69	168	
48	1803	person	640	1	1	71	96	
48	1804	person	590	209	1	73	196	
48	1805	person	639	0	1	71	100	
48	1806	person	586	213	1	75	192	
48	1807	person	584	216	1	76	188	
48	1808	person	642	0	1	64	102	
48	1809	person	581	221	1	76	185	
48	1810	person	576	228	1	74	187	
48	1811	person	573	230	1	75	190	
48	1812	person	569	235	1	77	184	
48	1813	person	569	238	1	76	180	
48	1814	person	653	-6	1	35	108	
48	1815	person	559	237	1	84	196	
48	1816	person	557	240	1	86	193	
48	1817	person	554	239	1	87	193	
48	1818	person	553	240	1	85	189	
48	1819	person	546	243	1	83	189	
48	1820	person	545	246	1	81	184	
48	1821	person	544	246	1	78	187	
48	1822	person	539	253	1	83	174	
48	1823	person	535	257	1	74	180	
48	1824	person	535	260	1	71	180	
48	1825	person	532	257	1	69	197	
48	1826	person	529	255	1	76	221	
48	1827	person	1.2116e+06	1.2116e+06	1	385	0	
49	1828	person	673	159	1	64	161	
49	1829	person	708	-3	1	40	67	
49	1830	person	673	159	1	64	161	
49	1831	person	708	-3	1	40	67	
49	1832	person	673	159	1	64	160	
49	1833	person	708	-3	1	40	67	
49	1834	person	671	160	1	67	159	
49	1835	person	706	-2	1	41	66	
49	1836	person	666	160	1	67	162	
49	1837	person	705	-2	1	43	67	
49	1838	person	659	161	1	72	171	
49	1839	person	703	-1	1	41	67	
49	1840	person	659	163	1	69	177	
49	1841	person	700	-1	1	44	69	
49	1842	person	656	166	1	72	174	
49	1843	person	701	-1	1	43	70	
49	1844	person	647	174	1	77	167	
49	1845	person	697	-1	1	44	73	
49	1846	person	643	180	1	78	162	
49	1847	person	697	0	1	44	74	
49	1848	person	643	180	1	75	167	
49	1849	person	696	0	1	45	74	
49	1850	person	639	182	1	77	168	
49	1851	person	636	184	1	77	165	
49	1852	person	634	185	1	75	167	
49	1853	person	632	184	1	75	168	
49	1854	person	629	187	1	74	166	
49	1855	person	629	189	1	72	165	
49	1856	person	626	193	1	72	173	
49	1857	person	621	195	1	72	172	
49	1858	person	620	196	1	69	174	
49	1859	person	618	198	1	67	178	
49	1860	person	614	205	1	68	181	
49	1861	person	611	207	1	70	174	
49	1862	person	608	209	1	72	174	
49	1863	person	608	210	1	71	171	
49	1864	person	599	220	1	73	154	
49	1865	person	597	221	1	73	155	
49	1866	person	596	218	1	71	162	
49	1867	person	594	217	1	69	168	
49	1868	person	640	1	1	71	96	
49	1869	person	590	209	1	73	196	
49	1870	person	639	0	1	71	100	
49	1871	person	586	213	1	75	192	
49	1872	person	584	216	1	76	188	
49	1873	person	642	0	1	64	102	
49	1874	person	581	221	1	76	185	
49	1875	person	576	228	1	74	187	
49	1876	person	573	230	1	75	190	
49	1877	person	569	235	1	77	184	
49	1878	person	569	238	1	76	180	
49	1879	person	653	-6	1	35	108	
49	1880	person	559	237	1	84	196	
49	1881	person	557	240	1	86	193	
49	1882	person	554	239	1	87	193	
49	1883	person	553	240	1	85	189	
49	1884	person	546	243	1	83	189	
49	1885	person	545	246	1	81	184	
49	1886	person	544	246	1	78	187	
49	1887	person	539	253	1	83	174	
49	1888	person	535	257	1	74	180	
49	1889	person	535	260	1	71	180	
49	1890	person	532	257	1	69	197	
49	1891	person	529	255	1	76	221	
49	1892	person	525	267	1	77	201	
49	1893	person	-1.81292e+07	-2.06634e+09	1	513	0	
